序號,補習班名稱,稽查日期,班址,違規情形,處理情形,發文日期,發文字號
209,私立高維文理短期補習班,2019-08-14,員林市成功路17號1-2樓,補習班教師名冊及良民證未留班備查、查無補習班服務契約書.,限期改善件次,2019-09-20,府教社字第1080329019號
210,私立麥斯特美語短期補習班,2019-08-14,秀水鄉秀中街86號2樓,擴充使用1樓班舍及建物外牆廣告增設班招生(補習班涉違規安親課照)、教教師良民證未出示、補習班未依規定實施短期補習班補習服務契約，且107年建物防火避難設備安全檢查未申報等項。,限期改善件次,2019-09-20,府教社字第1080334466號
211,私立吉尼爾美語短期補習班,2019-08-14,秀水鄉彰水路一段9巷37號1.2樓,未於短期補習班資訊管理系統登載貴班履約保證提供情形、班主任良民證未出示、補習班未依規定實施短期補習班補習服務契約等項,限期改善件次,2019-09-20,府教社字第1080334466號
212,彰化縣私立易達美語短期補習班,2019-08-13,花壇鄉中正路56之18號1、2樓,招牌與立案班名不符並增設數學和自然等類科及安親課輔班、未於短期補習班資訊管理系統登載貴班履約保證提供情形及教師名冊異動、補習班未依規定實施短期補習班補習服務契約，且107年建物防火避難設備安全檢查未申報等項。,限期改善件次,2019-09-20,府教社字第1080334466號
213,私立文儒文理短期補習班,2019-08-13,花壇鄉長沙村中正路142號1.2樓,招牌違規增設理化及生物班、未於短期補習班資訊管理系統登載貴班履約保證提供情形及補習班未依規定實施短期補習班補習服務契約、補習班教師未出示良民證，且107年建物安全檢查未申報等項。,限期改善件次,2019-09-20,府教社字第1080334164號
214,私立譽霖文理短期補習班,2019-08-13,花壇鄉長沙村成功街163號1.2樓,增設安親課輔班招生布旗、補習班教師良名證未留班備查、補習班未依規定實施短期補習班補習服務契約等項。,限期改善件次,2019-09-20,府教社字第1080334649號
215,私立立業冠軍合作校補習班,2019-08-09,鹿港鎮復興路139號,補習班名、招牌未照規定書寫、補習班教師名冊及良民證未留班備查,限期改善件次,2019-09-11,府教社字第1080313363號
216,彰化縣私立探索美語短期補習班,2019-08-08,北斗鎮公所街129巷3號,補習班教師名冊及良民證未留班備查、查無補習班服務契約書.,限期改善件次,2019-09-12,府教社字第1080321425號
217,私立林群文理短期補習班,2019-08-08,北斗鎮文賢街171號1-2樓,違規增設理化類科、查無補習班服務契約書.,限期改善件次,2019-09-12,府教社字第1080321446號
218,私立榮冠數學短期補習班,2019-08-07,社頭鄉民生路709號2樓,違規增設英文.理化及才藝等類科、違規擴充1樓班舍,限期改善件次,2019-09-10,府教社字第1080317972號
219,私立立功文理短期補習班,2019-08-07,社頭鄉員集路二段434號1.2樓,補習班教師良民證未留班備查、查無補習班服務契約,限期改善件次,2019-09-10,府教社字第1080319664號
220,彰化縣私立美樂地數學短期補習班,2019-08-07,社頭鄉仁雅村員集路二段74巷9號1、2樓,補習班教師名冊及良民證未留班備查、違規增設美語.正音班等類科.,限期改善件次,2019-09-10,府教社字第1080317867號
221,私立立智心算短期補習班,2019-08-07,社頭鄉民生路713號2-3樓,違規增設英文.數學.作文及理化等類科、違規擴充1樓班舍,限期改善件次,2019-09-10,府教社字第1080319557號
222,私立誠鴻文理短期補習班,2019-08-06,員林市育英路63之2號3樓,補習班名、招牌未照規定書寫、違規增設理化.自然.全科班等類科.,限期改善件次,2019-08-06,府教社字第1080317518號
223,私立優雅文理短期補習班,2019-08-06,員林市新興街32號1.2樓,班牌違規增設安親課輔班、違規增設數學.英文.全科班等類科.,限期改善件次,2019-09-10,府教社字第1080317579號
224,業成電腦教育事業有限公司附設彰化縣私立業晟電腦短期補習班,2019-08-01,員林市靜修路55號1.5.6樓,補習班教師良民證未留班備查,限期改善件次,2019-07-26,府教社字第1080258499號
225,私立群鴻文理短期補習班,2019-08-01,員林市南平街78號2樓,違規增設英文.數學類科、違規擴充1樓班舍,限期改善件次,2019-08-07,府教社字第1080271266號
226,私立文華文理短期補習班,2019-08-01,員林市靜修路55號7樓,補習班廣告不符教師實名制、違規增設數學.英文類科,限期改善件次,2019-09-04,府教社字第1080339863號
227,未立案智酷兒童程式工作室,2019-07-31,彰化市彰興街125號,未立案違規招生,停止招生,2019-09-17,府教社字第1080316928號
228,未立案DOD街舞補習班,2019-07-31,彰化市中正路二段5號4樓,未立案違規招生,停止招生,2019-08-30,府教社字第1080284175號
229,未立案兒童程式教育JoinCoding,2019-07-31,彰化市彰興街125號1樓,未立案違規招生,停止招生,2019-09-17,府教社字第1080316928號
230,私立一勤珠心算短期補習班,2019-07-29,員林市莒光路四五七巷三弄十四號,未經核准擅自變更班址、違規增設數學類科,限期改善件次,2019-09-02,府教社字第1080306663號
231,私立睿凡文理短期補習班,2019-07-29,彰化縣員林市靜修路74-17號1、2樓,違規增設理化類科、補習班教師名冊及良民證未留班備查,限期改善件次,2019-09-03,府教社字第1080306850號
232,私立巧妙英語會話短期補習班,2019-07-19,員林市大同路一段180號1、2樓,違規增設類科、違規增設3樓班舍,限期改善件次,2019-08-22,府教社字第1080292447號
233,私立聖心珠心算短期補習班,2019-07-19,員林市大同路一段205號2F,補習班名、招牌未照規定書寫、補習班教師名冊及良民證未留班備查,限期改善件次,2019-08-22,府教社字第1080292601號
234,私立茹茵美語短期補習班,2019-07-18,和美鎮和光路135號1.2樓,未於短期補習班資訊管理系統登載貴班履約保證提供情形,限期改善件次,2019-08-23,府教社字第1080294380號
235,彰化縣私立知仕家文理心算短期補習班,2019-07-18,和美鎮和卿路17號1-2樓,招牌增設安親課輔,限期改善件次,2019-08-23,府教社字第1080293657號
236,彰化縣私立一加一文理短期補習班,2019-07-18,和美鎮和光路141號1-3樓,查無補習班服務契約,限期改善件次,2019-07-16,府教社字第1080244859號
237,私立立登文理短期補習班,2019-07-18,北斗鎮三民街81號1.2樓,"補習班招牌增設安親課照   教師名冊未留班備查",停止招生,2019-07-24,府教社字第1080258148號
238,未立案陳麗莉舞蹈教學,2019-07-17,員林市中正路652巷8號,未立案查有5.6樓舞蹈教室,停止招生,2019-08-14,府教社字第1080280808號
239,未立案Lee時尚美學工坊補習班,2019-07-17,員林市林森路134號1樓,未立案違規招生,停止招生,2019-08-20,府教社字第1080289189號
240,私立冠霖文理短期補習班,2019-07-16,員林市大同路一段179號1.2樓,違規增設地下室教室1間、查無補習班服務契約,限期改善件次,2019-08-20,府教社字第1080288407號
241,私立鴻霖美語短期補習班,2019-07-11,員林市靜修東路85號1-2樓,補習班教師良民證未留班備查、查無補習班服務契約,限期改善件次,2019-05-02,府教社字第1080142102號
242,私立博鴻文理短期補習班,2019-07-11,員林市靜修東路66號1、2樓,補習班名、招牌未照規定書寫、違規增設家教班招生,限期改善件次,2019-08-14,府教社字第1080282959號
243,未立案文橋安親課輔班,2019-07-10,伸港鄉中正路76號,未立案安親課輔班違規招生,停止招生,2019-07-24,府教社字第1080257852號
244,私立力元資優數學短期補習班,2019-07-10,伸港鄉信義路110號,違規增設國中小數學班,限期改善件次,2019-08-12,府教社字第1080288032號
245,私立茹茵美語短期補習班,2019-07-10,和美鎮和光路135號1.2樓,未依規定實施短期補習班補習服務契約,限期改善件次,2019-08-23,府教社字第1080294380號
246,私立高階美語珠算短期補習班,2019-07-10,伸港鄉信義路112號,未於短期補習班資訊管理系統登載貴班履約保證提供情形,限期改善件次,2019-08-21,府教社字第1080288032號
247,未立案文橋文理短期補習班,2019-07-10,伸港鄉中正路76號,未立案違規招生,停止招生,2019-09-17,府教社字第1080317329號
248,私立翰穎文理短期補習班,2019-07-09,員林市靜修東路52號1.2樓,補習班廣告不符教師實名制、違規增設理化類科,限期改善件次,2019-08-13,府教社字第1080280486號
249,彰化縣私立科登文理短期補習班,2019-07-09,"員林市靜修東路46.48號 1-4樓",補習班教師名冊及良民證未留班備查、查無補習班服務契約書.,限期改善件次,2019-05-02,府教社字第1080142102號
250,私立翰穎文理短期補習班,2019-07-09,員林市靜修東路52號1.2樓,補習班廣告不符教師實名制、違規增設理化類科,限期改善件次,2019-08-13,府教社字第1080280486號
251,彰化縣私立甫學文理短期補習班,2019-07-08,員林市南平街82號1-4樓,補習班教師良民證未留班備查、查無補習班服務契約,限期改善件次,2019-08-13,府教社字第1080277922號
252,私立保昇珠心算短期補習班,2019-07-08,員林市南平街142號2樓,補習班名、招牌未照規定書寫、擅自增設類科,限期改善件次,2019-08-13,府教社字第1080277831號
253,未立案陳麗莉員圓舞蹈團補習班,2019-07-05,員林市中山路二段87號4樓,"大門深鎖未營業, 現況施工中",限期改善件次,2019-07-02,府教社字第1080224945號
254,私立員永村社大秋季佛朗明歌舞蹈班,2019-07-05,員林市育英路30號,未立案違規招生,停止招生,2019-07-02,府教社字第1080224945號
255,私立冠軍文理短期補習班,2019-07-03,鹿港鎮復興路139號1.2樓,教師異動未於短期補習班資訊管理系統登錄更新,限期改善件次,2019-08-09,府教社字第1080271457號
256,私立立業文理短期補習班,2019-07-03,福興鄉員鹿路二段243號1-2樓,違規增設物理類科,限期改善件次,2019-08-12,府教社字第1080271132號
257,私立立業冠軍文理短期補習班,2019-07-03,福興鄉員鹿路二段243號1-2樓,107年建築物公共安全檢查未申報,限期改善件次,2019-08-12,府教社字第1080271132號
258,未立案水凡舞集人文藝術舞蹈團,2019-07-03,鹿港鎮新宮里成功路149巷28號,未立案違規招生,停止招生,2018-09-10,府教社字第1080311099號
259,私立群鴻文理短期補習班,2019-07-02,員林市南平街78號2樓,補習班涉違規安親課照,限期改善件次,2019-08-05,府教社字第1080267288號
260,私立柏林文理短期補習班,2019-07-02,員林市南平街76號1、2樓,補習班名、招牌未照規定書寫、違規增設數學類科,限期改善件次,2019-08-05,府教社字第1080267590號
261,私立冠達文理短期補習班,2019-07-02,員林市南平街58號2.3樓,補習班名、招牌未照規定書寫、違規增設4樓教室,限期改善件次,2019-08-05,府教社字第1080267430號
262,未立案魚兒舞蹈才藝教室,2019-06-26,彰化市平和十四街60號,未立案違規招生,停止招生,2019-09-10,府教社字第1080310441號
263,彰化縣私立史丹福文理短期補習班,2019-06-25,員林市南平里南平街30號1.2樓,"補習班名、招牌未照規定書寫   違規增設數學類科",限期改善件次,2019-07-24,府教社字第1080255690號
264,私立華藝文理短期補習班,2019-06-25,員林市南平西街8號1.2樓,補習班教師良民證未留班備查、查無補習班服務契約,限期改善件次,2019-07-24,府教社字第1080255821號
265,社團法人彰化縣基督教青年會附設彰化縣私立領袖英日語會話短期補習班,2019-06-20,彰化市民族路267號3、4樓,查無補習班服務契約書.,限期改善件次,2019-05-02,府教社字第1080141749號
266,私立蘇荷美術短期補習班,2019-06-20,彰化市民族路267號2樓,補習班教師名冊及良民證未留班備查,限期改善件次,2019-06-20,府教社字第1080142102號
267,私立奕丞珠心算短期補習班,2019-06-19,溪湖鎮消防街22號1、2F,"補習班名、招牌未照規定書寫   違規增設英語類科",限期改善件次,,
268,彰化縣私立出賢文理短期補習班,2019-06-19,北斗鎮中正路129號1、2樓,補習班廣告使用化名,限期改善件次,2019-06-14,府教社字第1080195641號
269,私立伊莉莎白文理短期補習班,2019-06-19,溪湖鎮忠孝街33號1.2樓,"補習班名、招牌未照規定書寫  違規增設和平街16號班舍",限期改善件次,2019-06-21,府教社字第1080208788號
270,未立案傑克森英語補習班,2019-06-19,彰化縣溪湖鎮消防街22號,未立案安親課輔班違規招生,停止招生,2019-06-19,府教社字第1080204407號
271,私立成果英語短期補習班,2019-06-13,北斗鎮文子巷18之1號1.2樓,補習班名、招牌未照規定書寫,限期改善件次,2019-07-16,府教社字第1080242550號
272,彰化縣私立小哈佛電腦短期補習班,2019-06-13,北斗鎮文子巷十三之八號1、2、3樓,"補習班名、招牌未照規定書寫   違規增設英語類科",限期改善件次,2019-07-15,府教社字第1080242916號
273,未立案陳富美美術教室,2019-06-12,彰化市信義里長壽街153號,未立案違規招生,停止招生,2019-09-06,府教社字第1080310692號
274,未立案力米茲美術彰化教室,2019-06-12,彰化市仁愛路137巷36號2樓,未立案違規招生,停止招生,2019-09-10,府教社字第1080310888號
275,未立案麥雅特臉書兒童創意美術班,2019-06-12,彰化市仁愛路137巷36號,未立案違規招生,停止招生,2019-09-10,府教社字第1080310888號
276,未立案林飛數學家教補習班,2019-06-12,彰化市林森路263號,未立案違規招生,停止招生,2019-09-06,府教社字第1080310454號
277,未立案陳老師美術教室短期補習班,2019-06-12,彰化市長壽街153號,未立案違規招生,停止招生,2019-09-06,府教社字第1080310692號
278,私立朝旭文理短期補習班,2019-06-06,?洲巷1之19號1、2樓及?洲巷1之20號1、2樓,"補習班名、招牌未照規定書寫   違規增設?洲巷1-20號2樓教室",限期改善件次,2019-07-08,府教社字第1080233180號
279,私立品佳文理短期補習班,2019-06-06,員林市?洲巷8-10號及8-11號2樓,"補習班名、招牌未照規定書寫   違規增設英語類科",限期改善件次,2019-07-08,府教社字第1080233304號
280,彰化縣私立鶴鳴文理短期補習班,2019-06-05,員林市育英路140巷112號2樓、112-1號2樓,"補習班班牌無立案字號  違規增設3、4樓教室",限期改善件次,2019-07-08,府教社字第1080231029號
281,私立希望園道英日文短期補習班,2019-06-05,員林市育英路61-6號2.3樓,補習班涉違規安親課照,限期改善件次,2019-07-08,府教社字第1080231326號
282,私立大學城美語短期補習班,2019-05-30,溪湖鎮光平里興學街278號,"補習班教師名冊未留班備查  不符教師實名制",限期改善件次,2019-07-03,府教社字第1080225062號
283,私立哈佛文理短期補習班,2019-05-30,溪湖鎮育才街33號1.2樓,"補習班教師名冊未留班備查  3樓擴充教室",限期改善件次,2019-07-03,府教社字第1080225097號
284,私立泰迪熊美語短期補習班,2019-05-30,溪湖鎮興學街276號1.2.3樓,補習班教師名冊未留班備查,限期改善件次,2019-07-03,府教社字第1080223130號
285,私立大嘴鳥文理短期補習班,2019-05-29,埔心鄉員鹿路二段220號1.2樓,補習班涉違規安親課照,限期改善件次,2019-06-28,府教社字第1080221008號
286,私立雅各文理短期補習班,2019-05-29,"彰化縣埔心鄉育英路9號 1、2樓",補習班教師名冊未留班備查,限期改善件次,2019-07-03,府教社字第1080222880號
287,私立楊格文理短期補習班,2019-05-29,彰化市向陽街201號1.2樓,未於短期補習班資訊管理系統登載貴班履約保證提供情形、查無補習班服務契約,限期改善件次,2019-05-29,府教社字第1080141749號
288,私立恭薇美語短期補習班,2019-05-29,彰化市向陽街175號1-2樓,補習班服務契約未實施,限期改善件次,2019-05-02,府教社字第1080142102號
289,私立才能數學短期補習班,2019-05-28,大村鄉山腳路110巷8號1.2樓,班名、招牌未照規定書寫,限期改善件次,2019-06-26,府教社字第1080216642號
290,私立高昇資優語文短期補習班,2019-05-28,永靖鄉永西村永和巷92號1.2樓,"補習班涉違規安親課照  擅自增設數學類科",限期改善件次,2019-06-27,府教社字第1080218360號
291,私立強森美語短期補習班,2019-05-28,永靖鄉永寧街24號1樓,補習班涉違規安親課照,限期改善件次,2019-06-27,府教社字第1080218211號
292,私立頂巧心算短期補習班,2019-05-27,彰化市建寶里建寶街132巷1號1.2.樓,未於短期補習班資訊管理系統登載貴班履約保證提供情形、查無補習班服務契約,限期改善件次,2019-05-02,府教社字第1080141749號
293,巨匠電腦股份有限公司彰化分公司附設彰化縣私立巨匠電腦美語短期補習班,2019-05-24,彰化市光復路129號1.2.3樓,補習班教師名冊及良民證未留班備查,限期改善件次,2019-05-02,府教社字第1080142102號
294,私立成功文理短期補習班,2019-05-23,員林市中正路372號3.4樓,補習班教職員工良民證未出示,限期改善件次,2019-05-23,
295,私立大學門文理短期補習班,2019-05-23,員林市萬年路三段238號2樓,"補習班教師違反實名制  招牌違規增設物理類科",限期改善件次,2019-06-26,府教社字第1080215742號
296,私立劉皓文理短期補習班,2019-05-23,彰化市民族路253巷83號1.2樓,與立案班址不符、補習班教師名冊及良民證未留班備查,限期改善件次,2019-05-03,府教社字第1080143792號
297,彰化縣私立潔西卡文理短期補習班,2019-05-23,彰化市民族路253巷87號1、2樓,補習班教師名冊及良民證未留班備查、未於短期補習班資訊管理系統登載貴班履約保證提供情形、查無補習班服務契約,限期改善件次,2019-05-02,府教社字第1080142102號
298,彰化縣私立伊敦文理短期補習班,2019-05-23,彰化市民族路150號1、2、3、4樓,未於短期補習班資訊管理系統登載貴班履約保證提供情形、查無補習班服務契約,限期改善件次,2019-05-02,府教社字第1080141749號
299,彰化縣私立新高分文理短期補習班,2019-05-23,彰化市民族路253巷130號1、2樓,補習班教師名冊及良民證未留班備查、查無補習班性騷擾相關處理辦法.,限期改善件次,2019-05-03,府教社字第1080143792號
300,私立倍思得美語短期補習班,2019-05-22,埔心鄉新興路102號1-2樓,"補習班涉違規安親課照  擅自增設數學類科",限期改善件次,2019-06-24,府教社字第1080213722號
301,彰化縣私立歡樂美語短期補習班,2019-05-22,永靖鄉瑚璉村多福路3號1、2樓,補習班名、招牌未照規定書寫.,限期改善件次,2019-06-24,府教社字第1080213761號
302,私立登科文理短期補習班,2019-05-21,埔鹽鄉中正路199-1號1.2樓,補習班涉違規安親課照,限期改善件次,2019-06-21,府教社字第1080211667號
303,私立英倫美語短期補習班,2019-05-21,埔鹽鄉員鹿路二段106-1號1.2樓,補習班名、招牌未照規定書寫、補習班教師名冊及良民證未留班備查、查無補習班服務契約書.,限期改善件次,2019-05-22,府教社字第1080175175號
304,私立領航者文理短期補習班,2019-05-21,埔鹽鄉員鹿路二段148號1.2樓,補習班擅自增設國語.自然等類科,限期改善件次,2019-06-21,府教社字第1080211821號
305,私立勁暘文理短期補習班,2019-05-21,埔鹽鄉中正路182-5號1.2樓,補習班涉違規安親課照,限期改善件次,2019-06-17,府教社字第1080201701號
306,私立克萊文理短期補習班,2019-05-21,埔鹽鄉員鹿路二段140號1.2樓,補習班名、招牌未照規定書寫、補習班教師名冊及良民證未留班備查、查無補習班服務契約書.,限期改善件次,2019-07-01,府教社字第1080213394號
307,私立聯盛心算美語短期補習班,2019-05-16,永靖鄉西門路二一○號一樓,補習班名、招牌未照規定書寫、補習班教師名冊及良民證未留班備查,限期改善件次,2019-04-19,府教社字第1080132295號
308,私立傑克美語短期補習班,2019-05-15,大村鄉茄苳路一段282之2號1.2樓,補習班名、招牌未照規定書寫、查無補習班服務契約,限期改善件次,2019-05-02,府教社字第1080142102號
309,私立建勝美語短期補習班,2019-05-15,大村鄉大義街91號,"補習班涉違規安親課照  擅自增設數學類科",限期改善件次,2019-06-20,府教社字第1080207515號
310,私立群元珠心算短期補習班,2019-05-15,大村鄉大村村忠孝街92-1號,補習班涉違規安親課照,限期改善件次,2019-09-20,府教社字第1080207079號
311,彰化縣私立超優文理短期補習班,2019-05-15,彰化市忠誠路52號1.2樓,查無補習班服務契約,限期改善件次,2019-05-02,府教社字第1080142102號
312,私立超越珠心算短期補習班,2019-05-15,彰化市忠誠路80號1.2.3樓,補習班名、招牌未照規定書寫、班牌違規增設安親課輔班,限期改善件次,2019-05-02,府教社字第1080142102號
313,私立加碼文理短期補習班,2019-05-15,彰化市忠誠路72、76號1.2樓,補習班教師良民證未留班備查,限期改善件次,2019-05-02,府教社字第1080142102號
314,私立耘捷語文短期補習班,2019-05-14,彰化市仁愛路82號1.2樓,未於短期補習班資訊管理系統登載貴班履約保證提供情形、查無補習班服務契約,限期改善件次,2019-05-02,府教社字第1080141749號
315,彰化縣私立日光文理短期補習班,2019-05-14,大村鄉大義街71號1.2樓及73號1.2樓,擅自增設國語類科,限期改善件次,2018-09-14,
316,彰化縣私立快樂私塾文理短期補習班,2019-05-14,彰化市仁愛路104號1-4樓及彰化市仁愛路90號1-4樓分教室,補習班教師名冊及良民證未留班備查、查無補習班服務契約書.,限期改善件次,2019-05-02,府教社字第1080142102號
317,私立大欣文理短期補習班,2019-05-14,大村鄉茄苳路一段一五四號,招牌增設安親課輔班,限期改善件次,2019-06-20,府教社字第1080207287號
318,百世教育科技股份有限公司附設彰化縣私立百世文理短期補習班,2019-05-14,彰化市民族路170號1.2.3.4樓,未於短期補習班資訊管理系統登載貴班履約保證提供情形、查無補習班服務契約,限期改善件次,2019-05-02,府教社字第1080141749號
319,私立揚智數學圍棋短期補習班,2019-05-01,彰化市光復路16號1-2樓,未於短期補習班資訊管理系統登載貴班履約保證提供情形、查無補習班服務契約,限期改善件次,2019-05-02,府教社字第1080141749號
320,未立案陳麗莉舞蹈教學補習班,2019-03-22,員林市中山路二段87號4樓,未立案違規招生,停止招生,2019-04-16,府教社字第1080115990號
321,私立學揚專業文理短期補習班,2019-03-06,彰化市仁愛路118號1.2樓,補習班負責人與立案不符.107建物公安檢查未申報.,限期改善件次,2019-09-16,府教社字第1080314186號
322,私立童話森林文理短期補習班,2019-01-16,員林市大同路1段242之1號1-2樓,班牌違規增設安親課輔班、違規增設類科、違規擴充3樓4樓教室.,停止招生,2019-04-16,府教社字第1080117150號
323,朱鷹國中小自然科學中心,2019-01-16,員林市大同路1段242之1號1-2樓,"違規情形未改善,查有4樓房間擺設課桌椅,增設朱鷹國中小自然科學中心招牌",停止招生,2019-04-16,府教社字第1080117150號
324,未立案蔡老師極緻美學館,2019-01-16,員林市中山路二段131巷8號,未立案違規招生,停止招生,2019-01-30,府教社字第1080037817號
325,彰化縣私立至登文理短期補習班,2019-01-10,埔心鄉三民路234號1、2樓,2樓增設教室1間.補習班服務契約未實施,限期改善件次,2019-01-10,府教社字第1080006422號
326,彰化縣私立育士成林美語短期補習班,2019-01-07,員林市南平街117號1、2樓,違規增設國小安親課輔班、且查無補習班立案班牌,限期改善件次,2019-01-07,府教社字第1070465574號
327,私立冠達文理短期補習班,2019-01-07,員林市南平街58號2.3樓,違規增設自然、國文等科及招收國小先修班招牌,限期改善件次,2019-01-07,府教社字第1070465965號
328,私立名揚文理短期補習班,2018-09-27,彰化市三民路407號,"106建物公安檢查未申報. 查無立案班牌",限期改善件次,2018-09-28,府教社字第1070357655號
329,私立詹浩文理短期補習班,2018-09-27,彰化市中山路二段681號10樓,補習班招牌與立案班名不符,限期改善件次,2018-09-28,府教社字第1070357655號
330,私立力行文理短期補習班,2018-09-26,彰化市中山路二段681號10樓,補習班涉公安檢查未申報,限期改善件次,2018-09-26,府教社字第1070361889號
331,私立英姿舞蹈短期補習班,2018-09-26,彰化市光復路129號,106建物公安檢查未申報.查無補習班立案班牌,限期改善件次,2018-09-26,府教社字第1070361889號
332,彰化縣私立楊老師英語短期補習班,2018-09-25,溪湖鎮大突里大公路335號1、2樓,補習班教職員工資料未上網登錄,限期改善件次,2018-09-26,府教社字第1070235785號
333,私立唯爾美語短期補習班,2018-09-25,溪湖鎮湖東里消防街9號1.2樓,補習班教職員工資料未上網登錄,限期改善件次,2018-09-26,府教社字第1070235785號
334,私立傑笙文理短期補習班,2018-09-17,員林市南平街77號1.2樓,補習班教職員工資料未上網登錄,限期改善件次,2018-09-18,府教社字第1070322559號
335,私立智橋珠心算短期補習班,2018-09-17,員林市成功東路257號1.2樓,補習班教職員工資料未上網登錄,限期改善件次,2018-09-18,府教社字第1070322559號
336,私立焙馨文理短期補習班,2018-09-15,員林市明德街54號,補習班教職員工資料未上網登錄,限期改善件次,2018-09-18,府教社字第1070322559號
337,私立童話森林文理短期補習班,2018-09-15,員林市大同路1段242之1號1-2樓,補習班涉違規招收國小學生,限期改善件次,2018-09-18,府教社字第1070322559號
338,私立堉惠才藝短期補習班,2018-09-12,彰化市三民路279巷2號1樓,補習班暫無營業上課,限期改善件次,2018-09-13,府教社字第1070317286號
339,私立立勝文理短期補習班,2018-09-12,彰化市三福街62-1號2樓,"補習班教職員工資料未上網登錄  查無服務契約",限期改善件次,2018-09-13,府教社字第1070317286號
340,私立育仁珠心算短期補習班,2018-09-12,彰化市泰和路二段二○六巷四二之三號一、二、三樓,查無補習班立案班牌,限期改善件次,2018-09-13,府教社字第1070317286號
341,私立楊氏速讀短期補習班,2018-09-11,彰化市中正路一段463號2樓,"查無補習班立案班牌 擅自遷址",限期改善件次,2018-09-14,府教社字第1070326455號
342,私立岩彼希音樂短期補習班,2018-09-11,彰化市崙平南路389號1.2樓,查無補習班立案班牌,限期改善件次,2018-09-11,府教社字第1070235785號
343,私立敦勵文理短期補習班,2018-09-11,彰化市三民路407號6樓,補習班教職員工資料未上網登錄,限期改善件次,2018-09-14,府教社字第1070326455號
344,私立名揚文理短期補習班,2018-09-11,彰化市三民路407號B1樓,查無補習班立案班牌,限期改善件次,2018-09-14,府教社字第1070326455號
345,私立巧宜智珠心算短期補習班,2018-09-11,和美鎮德美路291號1樓,"查無補習班立案班牌 擅自遷址",限期改善件次,2018-09-12,府教社字第1070317286號
346,私立瑪麗美語短期補習班,2018-09-11,彰化市平和里建和街50號,"查無補習班立案班牌 106年建物公安未申報",限期改善件次,2018-09-11,府教社字第1070235785號
347,私立彰辰電腦短期補習班,2018-09-11,彰化市民生路三五一號,106建物公安檢查未申報.補習班服務契約未實施,限期改善件次,2018-09-14,府教社字第1070326455號
348,私立瑛瑛美術短期補習班,2018-09-11,彰化市南郭路220號1樓,查無補習班立案班牌,限期改善件次,2018-09-11,府教社字第1070235785號
349,私立發現美術文理短期補習班,2018-09-06,和美鎮竹營里美寮路二段485號1.2樓,補習班學生交通車未核備,限期改善件次,2018-09-11,府教社字第1070235785號
350,私立櫻花語文短期補習班,2018-09-06,大村鄉櫻花路41號1.2樓,補習班教職員工資料未上網登錄,限期改善件次,2018-09-15,府教社字第1070326297號
351,私立皇家音樂短期補習班,2018-09-06,溪湖鎮華中街76.78號1.2樓,補習班教職員工資料未上網登錄,限期改善件次,2018-09-11,府教社字第1070235785號
352,私立育興美語短期補習班,2018-09-06,溪湖鎮向上路41號,補習班教職員工資料未上網登錄,限期改善件次,2018-09-11,府教社字第1070235785號
353,私立光中璐英語短期補習班,2018-09-06,北斗鎮光中路76巷1號1樓,補習班教職員工資料未上網登錄,限期改善件次,2018-09-14,府教社字第1070326297號
354,私立強尼美語短期補習班,2018-09-05,花壇鄉成功街190號1.2樓,"補習班教職員工資料未上網登錄  查無立案班牌",限期改善件次,2018-09-05,府教社字第1070326297號
355,未立案林瑞香家教安親補習班,2018-08-15,鹿港鎮彰頂路200號,未立案違規招生,停止招生,2018-08-20,府教社字第1070288255號
356,未立案稜融英語家教班,2018-08-14,永靖鄉瑚璉村新興路14號,未立案違規招生,停止招生,2018-08-22,府教社字第1070285508號
357,未立案Judyx家教補習班,2018-08-10,大村鄉櫻花路28巷8號,未立案涉違規家教班招生,停止招生,2018-09-19,府教社字第1070247045號
358,私立梅花鹿美語短期補習班,2018-08-10,彰化市雲長路91號1-3樓,補習班涉違規安親課照,限期改善件次,2018-08-06,府教社字第1070272267號
359,未立案美姬戀美睫美容補習班,2018-08-10,員林市三民街76號,未立案違規招生,停止招生,2018-08-23,府教社字第1070251816號
360,私立學園珠算短期補習班,2018-08-10,員林市三民東街302號1.2樓,補習班教職員工資料未上網登錄,限期改善件次,2018-08-23,府教社字第1070251816號
361,私立中華美食烹飪短期補習班,2018-08-10,員林市成功東路二六三號二、三樓,106建物公安檢查未申報.補習班服務契約未實施,限期改善件次,2018-08-23,府教社字第1070251816號
362,私立成果英語短期補習班,2018-08-02,北斗鎮文子巷18之1號1.2樓,補習班涉違規安親課照,限期改善件次,2018-09-06,府教社字第1070307259號
363,私立勤立數學短期補習班,2018-08-02,北斗鎮文子巷18-2號1.2樓,補習班教職員工資料未上網登錄,限期改善件次,2018-09-06,府教社字第1070307401號
364,私立勤立數學短期補習班,2018-08-02,北斗鎮文子巷18-2號1.2樓,增設國中理化班招生,限期改善件次,2018-09-06,府教社字第1070307401號
365,未立案小牧童才藝創作坊,2018-07-31,田中鎮福安路101號,未立案違規招生,停止招生,2018-08-02,府教社字第1070267910號
366,未立案彈塗魚才藝教室補習班,2018-07-27,員林市和平東街一段49號,未立案違規招生,停止招生,2018-08-06,府教社字第1070263909號
367,未立案雅園文教機構補習班,2018-07-27,埔心鄉東門村正大路32號,未立案違規招生,停止招生,2018-07-30,府教社字第1070263865號
