序號,補習班名稱,稽查日期,班址,違規情形,處理情形,發文日期,發文字號
26,基隆市私立常春藤文理短期補習班,2020-02-19,基隆市七堵區福一街101號1-2樓、基隆市七堵區福一街103號1-2樓,"１、出口標示燈故障。 ２、使用接用自來水之固定飲用水設備，請貴班依飲用水連續供水固定設備管理相關規定自主辦理維護。 ３、原申請核准班名「基隆市私立常春藤文理短期補習班」，惟貴班對外懸掛招牌「全方位國小文理」、「金牌國中全科班」，且未於明顯處載核准立案之文號，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第17條規定。 ４、收據未依設立及管理規則第27條規定，載明補習班名稱（全名）、班址、立案證號等資訊。 ５、未提供及未使用107年4月19日公告修正之定型化契約，違反設立及管理規則第34條規定。 ６、未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，違反短期補習班設立及管理準則第11條之1規定。 ７、原申請核准立案科目國小文理科（國語、數學、生活）2班、國小文理科（國語、英語、數學、社會、自然）4班、國中國文科1班、國中數學科1班、國中英文科1班、國中自然科1班、國中社會科1班、珠心算科1班等計12班，學生入學資格為國民小學、國民中學，現場查有2間教室計25位國小學生進行生活烹飪課程、1間教室計9位國中學生進行英文競賽，1間教室計4位國中學生進行影帶補課及3間共計25位國小學生自由活動時間，尚符規定。 ８、班內招生班別明示「幼美律動班」，涉及未經核准即擅自增設辦理類科，違反設立及管理規則第38條規定；「才藝安親班」，涉及兒童課後照顧服務中心業務（俗稱安親班），違反設立及管理規則第41條規定。",限期改善件次,2020-03-13,基府教終貳字第1090210671B號
27,基隆市私立綠葉方舟文理短期補習班,2020-02-19,基隆市七堵區綠葉街15號1-2樓,"１、未提供公共安全申報書，違反建築法第77條第3項規定，將依規裁處。 ２、使用接用自來水之固定飲用水設備，請貴班依飲用水連續供水固定設備管理相關規定自主辦理維護。 ３、原申請核准立案字號「基府教終貳字第1060218702號」，惟貴班對外懸掛招牌僅為「1060218702」，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第17條規定。 ４、收據未依設立及管理規則第27條規定，載明退費規定。 ５、未訂定基隆市私立短期補習班個人資料檔案安全維護計畫及未完成基隆市私立補習班揭露學生個人資料查核表，違反設立及管理規則第40條規定。 ６、未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，違反短期補習班設立及管理準則第11條之1規定。 ７、組織成員、受僱人或受服務人員人數未達30人，未依性騷擾防治法第7條第2項規定，訂定申訴管道。 ８、原申請核准立案科目國小文理科（國語、英文、數學、自然、社會）1班、國中數學科1班及國中英文班1班共計3班，學生入學資格為國小、國中，現場查有1間教室5位國中學生進行國中數學科，1間教室5位國小學生進行國小文理科，尚符規定。",限期改善件次,2020-03-13,基府教終貳字第1090210671A號
28,基隆市私立安樂芝?街美語文理短期補習班,2020-01-08,基隆市安樂區安樂路二段153號6樓、基隆市安樂區安樂路二段155號2樓,"１、班址：基隆市安樂區安樂路二段155號2樓，未依建築法規定申辦公安檢查，涉違反建築法第77條第3項規定，後續依建築法第91條規定裁處。 ２、使用接用自來水之固定飲用水設備，請貴班依飲用水連續供水固定設備管理相關規定自主辦理維護。 ３、立案證書影本懸掛於明顯處，將請貴班懸掛正本。 ４、收據未依設立及管理規則第27條規定，揭露補習班名稱（全名）、班址（未填）、立案證號（有誤）、退費規定（未更新）等資訊。 ５、收費收據班別「安親」、項目有「月費」，涉及兒童課後照顧服務中心業務（俗稱安親班），違反設立及管理規則第41條規定。 ６、收費收據項目有「交通費」，查未報本府使用交通車。 ７、非採「按月收費」方式，未提供履約保證機制證明。 ８、未提供及未使用107年4月19日公告修正之定型化契約，違反設立及管理規則第34條規定。 ９、當年度公共意外責任險保單已逾期，保險期間至108年12月23日。 １０、未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，違反短期補習班設立及管理準則第11條之1規定。 １１、原申請核准立案科目為國小文理科（國語、英文、數學、自然、社會）3班、珠心算科1班及國中數學科1班等計5班，學生入學資格為國民中學、國民小學，現場查有2間教室共計21位國小學生進行國小英文課程、1間教室12位國小學生進行國小國語測驗，尚符規定；為另查有2間教室共計16位國小學生進行學校作業輔導，涉及兒童課後照顧服務中心業務（俗稱安親班），違反設立及管理規則第41條規定。 １２、對外張貼開課班別明示「幼兒美語」，涉及未經核准即擅自增設辦理類科，違反設立及管理規則第38條規定。",限期改善件次,2020-01-17,基府教終貳字第1090202361D號
29,基隆市私立天能文理短期補習班,2019-12-25,基隆市仁愛區仁二路119巷5號1樓,"１、使用桶裝水。 ２、原申請核准班名「基隆市私立天能文理短期補習班」，惟貴班對外懸掛招牌「天能文理補習班」，且未於明顯處載核准立案之文號，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第17條規定。 ３、未提供收據（含收退費規定）。 ４、未提供及未使用107年4月19日公告修正之定型化契約，違反設立及管理規則第34條規定。 ５、未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，違反短期補習班設立及管理準則第11條之1規定。 ６、原申請核准立案科目國小文理科（國語、數學、自然、社會）1班、國小英文科1班共計2班，學生入學資格為國民小學，現場查有1間教室7位國小學生進行國小英文課程、1間教室9位國小學生進行數學課程，尚符規定；惟另查2間教室共計27位國小學生進行學校作業輔導，涉及兒童課後照顧服務中心業務（俗稱安親班），違反設立及管理規則第41條規定。",限期改善件次,2020-01-13,基府教終貳字第1090200974A號
30,基隆市私立向日葵短期補習班,2019-12-11,基隆市中山區中和路97號1樓、基隆市中山區中和路97-1號1樓,"１、補習班自行煮水。 ２、原申請核准班名「基隆市私立向日葵短期補習班」，惟貴班對外懸掛招牌「向日葵文理補習班」，原申請核准班名不符，請更新對外懸掛招牌或變更班名。 ３、立案證書影本懸掛於明顯處，將請該班懸掛正本。 ４、收據未依設立及管理規則第27條規定，載明補習班名稱、班址、立案證號、修業期間、收費項目、各項金額、總額及退費規定。 ５、未提供及未使用107年4月19日公告修正之定型化契約，違反設立及管理規則第34條規定。 ６、月費收據之收費項目車費，未將學生交通車及駕駛資料函報本府核備。 ７、未提供當年度公共意外責任險保險單。 ８、未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，違反短期補習班設立及管理準則第11條之1規定。 ９、組織成員、受僱人或受服務人員人數達30人，未依性騷擾防治法第7條第2項規定，訂定「基隆市私立短期補習班性騷擾防治申訴及調查處理要點」。 １０、原申請核准立案科目為國語文科1班、數學科1班等計2班，學生入學資格為國小，現場查有2間教室計27位國小學生進行學校作業輔導，涉及兒童課後照顧服務中心業務（俗稱安親班），違反設立及管理規則第41條規定。",限期改善件次,2019-12-26,基府教終貳字第1080279738C號
31,基隆市私立名宏文理短期補習班,2019-11-20,基隆市仁愛區南榮路134巷2之1號4樓,"１、使用桌上型飲水機。 ２、原申請核准班名「基隆市私立名宏文理短期補習班」，貴班對外懸掛招牌「名宏文理短期補習班」，且未於明顯處載核准立案之文號，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第17條規定。 ３、收據未依設立及管理規則第27條規定，載明補習班名稱、班址、立案證號、修業期間、收費項目、各項金額、總額及退費規定。 ４、未訂定基隆市私立短期補習班個人資料檔案安全維護計畫及未完成基隆市私立補習班揭露學生個人資料查核表，違反設立及管理規則第40條規定。 ５、未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，違反短期補習班設立及管理準則第11條之1規定。 ６、組織成員、受僱人或受服務人員人數未達30人，未依性騷擾防治法第7條第2項規定，訂定申訴管道。 ７、原申請核准立案科目為國中數學科1班及（國小）國語、數學科1班，共計2班，學生入學資格為國中、國小，現場查有1間教室5位國小學生進行國語課程，尚符規定；惟另查1間教室共計5位國小學生進行學校作業輔導，涉及兒童課後照顧服務中心業務（俗稱安親班），違反設立及管理規則第41條規定。",限期改善件次,2019-12-04,基府教終貳字第1080275863A號
32,基隆市私立新民文理短期補習班,2019-11-20,基隆市仁愛區仁二路206號2、3樓,"１、使用接用自來水之固定飲用水設備，請貴班依飲用水連續供水固定設備管理相關規定自主辦理維護。 ２、依基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第23條規定，補習班置班主任一人，應為「專任」，綜理班務，倘班主任葉志祥不常於班內，請貴班評估申請變更班主任之必要性，以符相關規定。 ３、原申請核准教室數為4間，現已變更為6間教室數。 ４、原申請核准班名「基隆市私立新民文理短期補習班」，惟貴班對外懸掛招牌「新民文理補習班」，且未於明顯處載核准立案之文號，違反設立及管理規則第17條規定。 ５、未提供及未使用107年4月19日公告修正之定型化契約，違反設立及管理規則第34條規定。 ６、未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，違反短期補習班設立及管理準則第11條之1規定。 ７、原申請核准立案科目為國中英文1班、國中國文1班、國中數學2班、國中自然1班、高中英文1班、高中國文1班、高中數學2班、高中自然1班等計10班，學生入學資格為國民中學、高級中學，現場查無學生，尚符規定。",限期改善件次,2019-12-04,基府教終貳字第1080275863C號
33,基隆市私立均晨文理短期補習班,2019-11-13,基隆市仁愛區仁一路133號4、4-1、6、6-1、6-2、6-3、6-4樓,"１、使用桌上型逆滲透飲水機。 ２、原申請核准班名「基隆市私立均晨文理短期補習班」，惟貴班對外懸掛招牌「均晨文理補習班」，且未於明顯處載核准立案之文號，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第17條規定。 ３、未提供及未使用107年4月19日公告修正之定型化契約，違反設立及管理規則第34條規定。 ４、未訂定基隆市私立短期補習班個人資料檔案安全維護計畫及未完成基隆市私立補習班揭露學生個人資料查核表，違反設立及管理規則第40條規定。 ５、未將學生交通車之駕駛人健康檢查結果報本府備查，違反學生交通車管理辦法第11條規定。 ６、未提供當年度公共意外責任險保險單。 ７、未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，違反短期補習班設立及管理準則第11條之1規定。 ８、原申請核准立案科目為國小（國語、英語、數學）2班、珠算班2班、國中英數班2班及國中英數理班4班，共10班，學生入學資格為國小、國中，現場查有1間教室9位國小學生進行國語課程，1間教室14位國小學生進行數學課程，尚符規定；惟另查4間教室共計38位國小學生進行學校作業輔導，涉及兒童課後照顧服務中心業務，違反設立及管理規則第41條規定。",限期改善件次,2019-11-28,基府教終貳字第1080274984C號
34,基隆市私立奧林匹克文理短期補習班,2019-11-13,基隆市仁愛區愛二路55號3樓,"１、現場稽查，無人應門。 ２、原申請核准班名「基隆市私立奧林匹克文理短期補習班」，惟貴班對外懸掛招牌「奧林匹克數學」，且未於明顯處載核准立案之文號，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第17條規定。 ３、請提供收據（含收退費規定）。 ４、請提供履約保證機制。 ５、請提供107年4月19日公告修正之定型化契約。 ６、請提供當年度公共意外責任險保險單。 ７、請以紙本將班內全數教職員工（含設立人、班主任）相關資料送府核備。 ８、請依性騷擾防治法第7條第2項規定，訂定「基隆市私立短期補習班性騷擾防治申訴及調查處理要點」 ９、依飲用水管理條例施行細則第6條規定，請提供飲用水設備相關照片。",限期改善件次,2019-11-28,基府教終貳字第1080274984D號
35,基隆市私立魯曼英文短期補習班,2019-10-30,基隆市仁愛區孝二路96號2樓,"１、未提供108年消防安全檢修申報書。 ２、滅火器2具已過使用期限：108年8月17日。 ３、逾期未申報公共安全。 ４、本案經教育處認定原班址基隆市仁愛區孝二路96號2樓向後擅自擴充班舍（址）作為補習班使用，違反建築法第73條規定，未經核准變更使用擅自使用建築物。 ５、使用接用自來水之固定飲用水設備，請貴班依飲用水連續供水固定設備管理相關規定自主辦理維護。 ６、貴班未經核准即擅自擴充班舍（址）於基隆市仁愛區孝二路96號2樓向後擅自擴充班舍，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第38條規定。 ７、原申請核准班名「基隆市私立魯曼英文短期補習班」，惟貴班對外懸掛招牌「魯曼英文」，且未於明顯處載核准立案之文號，違反設立及管理規則第17條規定。 ８、使用學費收費袋，未依設立及管理規則第27條規定，載明補習班名稱、班址、立案證號、修業期間、收費項目、各項金額、總額及退費規定。 ９、未提供及未使用107年4月19日公告修正之定型化契約，違反設立及管理規則第34條規定。 １０、貴班表示非採「按月收費」方式，未提供履約保證機制證明。 １１、未訂定基隆市私立短期補習班個人資料檔案安全維護計畫及未完成基隆市私立補習班揭露學生個人資料查核表，違反設立及管理規則第40條規定。 １２、未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，違反短期補習班設立及管理準則第11條之1規定。 １３、原申請核准立案科目為國小英語科1班、國中英語科1班、高中英語科1班，班級數共計3班，學生入學資格為國小、國中、高中，尚符規定。 １４、惟對外懸掛招牌明示「成人美語班」，涉及未經核准即擅自增設辦理類科，違反設立及管理規則第38條規定。",限期改善件次,2019-11-11,基府教終貳字第1080271590C號
36,基隆市私立聯成電腦短期補習班,2019-10-30,基隆市仁愛區孝二路106號1、3樓、基隆市仁愛區忠一路3巷6號1樓,"１、火警自動警報設備蓄電池電壓不足，未提供防火管理人證書、防護計畫書。 ２、使用接用自來水之固定飲用水設備，請貴班依飲用水連續供水固定設備管理相關規定自主辦理維護。 ３、依基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第23條規定，補習班置班主任一人，應為「專任」，綜理班務，經貴班表示班主任已變更為陳建宇，非楊智帆，請貴班變更班主任，以符相關規定。 ４、原申請核准班名「基隆市私立聯成電腦短期補習班」，惟貴班對外懸掛招牌未於明顯處載核准立案之文號，違反設立及管理規則第17條規定。 ５、未提供及未使用107年4月19日公告修正之定型化契約，違反設立及管理規則第34條規定。 ６、未訂定基隆市私立短期補習班個人資料檔案安全維護計畫及未完成基隆市私立補習班揭露學生個人資料查核表，違反設立及管理規則第40條規定。 ７、未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，違反短期補習班設立及管理準則第11條之1規定。 ８、原申請核准立案科目為資訊處理科1班、多媒體設計科2班，班及數共計3班，學生入學資格為高中/職以上，現場查有1間教室17位學員進行多媒體設計課程、1間教室10位學員進行資訊處理課程，尚符規定。",限期改善件次,2019-11-11,基府教終貳字第1080271590D號
37,基隆市私立五餅二魚文理短期補習班,2019-10-30,基隆市仁愛區愛七路14巷5號1樓、基隆市仁愛區延平街12巷16號4樓,"１、班址：基隆市仁愛區愛七路14巷5號1樓，使用直立外接式桶裝飲水機；班址：基隆市仁愛區延平街12巷16號4樓，使用接用自來水之固定飲用水設備，請貴班依飲用水連續供水固定設備管理相關規定自主辦理維護。 ２、對外懸掛招牌未於明顯處載核准立案之文號，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第17條規定。 ３、收據（含收退費規定）引用之法規，應為基隆市政府教育處「基隆市私立短期補習班設立及管理規則」第28條，非教育部「短期補習班設立及管理準則」第24條。 ４、未提供及未使用107年4月19日公告修正之定型化契約，違反設立及管理規則第34條規定。 ５、班址：基隆市仁愛區延平街12巷16號4樓，當年度公共意外責任保險單已逾期，保險期間至108年9月21日。 ６、原申請核准立案科目為英文科2班、數學科2班及理化科1班，班級數共計5班，學生入學資格為國小、國中，現場查有3間教室32位國小學生進行數學課程、1間教室7位國小學生進行英文課程，尚符規定。",限期改善件次,2019-11-11,基府教終貳字第1080271590A號
38,基隆市私立亞洲學舍技藝短期補習班,2019-10-30,基隆市仁愛區南榮路183號7樓,"１、滅火器2具已過使用期限：108年5月19日。 ２、補習班自行煮水。 ３、原申請核准班名「基隆市私立亞洲學舍技藝短期補習班」，惟貴班對外懸掛招牌「亞洲學舍補習班」，且未於明顯處載核准立案之文號，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第17條規定。 ４、使用學費收費袋，未依設立及管理規則第27條規定，載明補習班名稱、班址、立案證號、修業期間、收費項目、各項金額、總額及退費規定。 ５、未提供及未使用107年4月19日公告修正之定型化契約，違反設立及管理規則第34條規定。 ６、未訂定基隆市私立短期補習班個人資料檔案安全維護計畫及未完成基隆市私立補習班揭露學生個人資料查核表，違反設立及管理規則第40條規定。 ７、未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，違反短期補習班設立及管理準則第11條之1規定。 ８、原申請核准立案科目為珠心算科4班，學生入學資格為國中，現場查有2間教室計16位國小學生進行學校作業輔導，涉及兒童課後照顧服務中心業務，違反設立及管理規則第41條規定；另1間教室有10位國小學生為自由活動時間。",限期改善件次,2019-11-11,基府教終貳字第1080271590B號
39,基隆市私立青林文理短期補習班,2019-10-23,基隆市安樂區麥金路199-1號3號,"１、學生自行準備飲用水。 ２、立案證書未懸掛於明顯處，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第9條規定。 ３、無製作收據（含收退費規定）。 ４、未提供及未使用107年4月19日公告修正之定型化契約，違反設立及管理規則第34條規定。 ５、採「按月收費」，雖不適用履約保險機制，未提供班內全數學生繳費收據。 ６、未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，違反短期補習班設立及管理準則第11條之1規定。 ７、組織成員、受僱人或受服務人員人數未達30人，未依性騷擾防治法第7條第2項規定，訂定申訴管道。 ８、原申請核准立案科目為國小文理科（國語、英文、數學、社會、自然）1班、國中數學科1班、國中英文科1班及國中自然科1班，班級數共計4班，學生入學資格為國民小學、國民中學，現場查有1間教室6位國小學生進行國語課程，尚符規定。",停止招生一個月,2019-10-31,基府教終貳字第1080269952A號
40,基隆市私立親親文理短期補習班,2019-10-23,基隆市安樂區麥金路240號1樓,"１、補習班自行煮水。 ２、未提供收據（含收退費規定）。 ３、未提供及未使用107年4月19日公告修正之定型化契約，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第34條規定。 ４、採「按月收費」，雖不適用履約保險機制，未提供班內全數學生繳費收據。 ５、未將學生交通車之駕駛人健康檢查結果報本府備查，違反學生交通車管理辦法第11條規定。 ６、組織成員、受僱人或受服務人員人數達30人，未依性騷擾防治法第7條第2項規定，訂定「基隆市私立短期補習班性騷擾防治申訴及調查處理要點」。 ７、原申請核准立案科目為國小文理科（國語、英語、數學、社會、自然）4班，學生入學資格為國小，現場查有2間教室32位學生進行數學課程，1間教室18位學生進行國語課程，尚符規定。 ８、教室內查有學生使用之各科「安親班教用學習自修」，涉及兒童課後照顧服務中心業務（俗稱安親班），違反設立及管理規則第41條規定。",限期改善件次,2019-10-31,基府教終貳字第1080269952B號
41,基隆市私立希望文理短期補習班,2019-01-16,基隆市安樂區安樂路二段139之1號2樓,現場稽查，無人應門。,限期改善件次,2019-01-31,基府教終貳字第1080205001C號
42,基隆市私立孟溰麗文理短期補習班,2019-01-09,基隆市仁愛區延平街12巷16號3樓,"1.本次稽查不合格項目，請各業管單位逕行列管複查。 2.收據（含收退費規定）未詳載退費規定。 3.未使用及未提供107年4月19日公告修正之定型化契約，違反設立及管理規則第34條規定。  4.未訂定基隆市私立短期補習班個人資料檔案安全維護計畫及未完成基隆市私立補習班揭露學生個人資料查核表，違反設立及管理規則第40條規定。  5.組織成員、受僱人或受服務人員人數未達30人，未依性騷擾防治法第7條第2項規定，訂定申訴管道。 6.原申請核准立案科目為國小數學科1班、國小英文科1班、國中英文科1班及國中數學科1班等計4班，學生入學資格為國民中學、國民小學，現場查有2位國小學生進行數學測驗，尚符規定。",限期改善件次,2019-01-30,基府教終貳字第1080204591C號
43,基隆市私立冠捷文理短期補習班,2018-12-05,基隆市仁愛區仁二路72號2、3樓,"１.本府分別於106年11月23日以基府教終密參字第1060066743B號函及107年4月19日以基府教終參字第1070217075號函，請貴班申請變更設立人，惟迄今未接獲該班申請案件，合先敘明。 ２.未使用及未提供107年4月19日公告修正之定型化契約，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第34條規定。 ３.採「按月收費」不適用履約保險機制，惟未提供班內全數學生繳費收據。 ４.未訂定基隆市私立短期補習班個人資料檔案安全維護計畫及未完成基隆市私立補習班揭露學生個人資料查核表，違反設立及管理規則第40條規定。 ５.未提供當年度公共意外責任保險單。 ６.未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統。 ７.組織成員、受僱人或受服務人員人數達30人，未依性騷擾防治法第7條第2項規定，訂定「基隆市私立短期補習班性騷擾防治申訴及調查處理要點」。 ８.原申請核准立案科目文理科(國語、數學、英語、自然與生活科技)2班，學生入學資格為國民小學、國民中學，現場查有2間教室計24位國小學生進行學校作業輔導，涉及兒童課後照顧中心業務，違反設立及管理規則第41條規定。",限期改善件次,2018-12-24,基府教終貳字第1070259470D號
44,基隆市私立隆華土木建築短期補習班,2018-12-05,基隆市仁愛區孝三路99巷7號4樓之2,"１.原申請核准班名「基隆市私立隆華土木建築短期補習班」，惟該班市招（對外懸掛招牌）「九華文教」、「九華補習班」，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第17條規定。 ２.未提供收據（含收退費規定）。 ３.未使用及未提供107年4月19日公告修正之定型化契約，違反設立及管理規則第34條規定。 ４.貴班為一次性收費，未選填履約保證機制。 ５.未提供當年度公共意外責任保險單。 ６.未訂定基隆市私立短期補習班個人資料檔案安全維護計畫及未完成基隆市私立補習班揭露學生個人資料查核表，違反設立及管理規則第40條規定。 ７.未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統。 ８.組織成員、受僱人或受服務人員人數未達30人，未依性騷擾防治法第7條第2項規定，訂定申訴管道。 ９.原申請核准立案科目土木科（結構學）1班及建築科1班等計2班，學生入學資格為大學畢業，現場查有4位學生進行視訊教學課程，符教室使用面積可容納人數，惟該班張貼多項考試類科，疑似涉及未經核准即擅自增設辦理類科，違反設立及管理規則第38條規定。",限期改善件次,2018-12-24,基府教終貳字第1070259470E號
45,基隆市私立向日葵短期補習班,2018-08-15,基隆市中山區中和路97、97-1號1樓,"１.公共安全申報已逾期。 ２.立案證書未懸掛於明顯處，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第9條規定。 ３.對外懸掛招牌「向日葵文理補習班籌備處」、「向日葵文理補習班」與立案證書班名「基隆市私立向日葵短期補習班」不相符，違反設立及管理規則第17條規定。 ４.未提供收據（含收退費規定）。 ５.未使用及未提供定型化契約，違反設立及管理規則第34條規定。 ６.未選填履約保證機制。 ７.公共意外責任保險單已過期，保險期間至106年8月27日止，違反設立及管理規則第33條規定。 ８.未將班內教職員工相關資料登錄至直轄市及各縣市短期補習班資訊管理系統。 ９.組織成員、受僱人或受服務人員人數未達30人，未依性騷擾防治法第7條第2項規定，訂定申訴管道。 １０.（１）原申請核准立案科目為國語文科1班及數學科1班，學生入學資格為國小，現場查有1間教室9位學生進行數學課程，另1間教室有8位國小學生進行國語課程，尚符規定。 （２）對外懸掛招牌明示「安親課輔」，涉及兒童課後照顧中心業務，違反設立及管理規則第41條規定。",限期改善件次,2018-09-13,基府教終貳字第1070242502A號
46,基隆市私立賴老師文理短期補習班,2018-08-08,基隆市仁愛區仁二路95號4-5樓,"１.原申請核准班名「基隆市私立賴老師文理短期補習班」，惟貴班市招（對外懸掛招牌）5樓「美語學苑」，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第17條規定。 ２.收據（含收退費規定）未詳載退費規定，且未依設立及管理規則第27條第2項規定載明申請核准立案證號資訊。 ３.未使用及未提供定型化契約，違反設立及管理規則第34條規定。 ４.未選填履約保證機制。 ５.收費袋繳費項目有車資，惟未將交通車報本府備查。 ６.收費袋繳費項目有餐費，涉及兒童課後照顧中心業務，違反設立及管理規則第41條規定。 ７.未訂定基隆市私立短期補習班個人資料檔案安全維護計畫及未完成基隆市私立補習班揭露學生個人資料查核表，違反設立及管理規則第40條規定。 ８.公共意外責任保險單已過期，保險期間至107年5月2日止，違反設立及管理規則第33條規定。 ９.未將班內教職員工相關資料登錄至直轄市及各縣市短期補習班資訊管理系統。 １０.組織成員、受僱人或受服務人員人數達30人，未依性騷擾防治法第7條第2項規定，訂定「基隆市私立短期補習班性騷擾防治申訴及調查處理要點」。 １１.（１）依設立及管理規則第23條規定，補習班置班主任一人，應為「專任」，綜理班務，倘班主任謝明道不常於班內，請貴班評估申請變更班主任，以符相關規定。 （２）原申請核准立案科目為文理科（數學、英語）6班，學生入學資格為國小、國中，現場查有3間教室計19位學生進行英文課程及1間教室7位學生進行數學課程，尚符規定，1間教室計17位國小學生進行國語課程，又週課表有國語科、美術科，涉及未經核准即擅自增設辦理類科，違反設立及管理規則第38條規定。",限期改善件次,2018-09-12,基府教終貳字第1070241288A號
47,基隆市私立快樂短期補習班,2018-08-08,基隆市仁愛區仁二路193號3樓,"１.未提供收據（含收退費規定）。 ２.未使用及未提供定型化契約，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第34條規定。 ３.未選填履約保證機制。 ４.白板上張貼車隊電話，惟未將交通車報本府備查。 ５.未訂定基隆市私立短期補習班個人資料檔案安全維護計畫及未完成基隆市私立補習班揭露學生個人資料查核表，違反設立及管理規則第40條規定。 ６.公共意外責任保險單已過期，保險期間至107年5月2日止，違反設立及管理規則第33條規定。 ７.已將班內教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，惟未上傳相關證明文件，予以退件。 ８.組織成員、受僱人或受服務人員人數達30人，未依性騷擾防治法第7條第2項規定，訂定「基隆市私立短期補習班性騷擾防治申訴及調查處理要點」。 ９.（１）依設立及管理規則第23條規定，補習班置班主任一人，應為「專任」，綜理班務，惟現場負責人表示其班主任徐榮寅不常於班內，請該班評估申請變更班主任，以符相關規定。 （２）原申請核准立案科目數學科1班、珠心算科1班、作文科1班及美術科1班，共計4班，學生入學資格為國民小學，現場查有3間教室共計有41位學生，涉及兒童課後照顧中心業務，違反設立及管理規則第41條規定。",限期改善件次,2018-09-12,基府教終貳字第1070241288C號
48,基隆市私立海吉文理短期補習班,2018-08-08,基隆市仁愛區仁二路127號1-3樓,"１.違反建築法第73條第2項規定，未經核准變更使用擅自使用建築物。 ２.原申請核准立案班址為基隆市仁愛區仁二路127號1-3樓，擅自擴充班舍於仁二路125號2-3樓及仁二路129號1樓，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第38條規定。 ３.對外懸掛招牌「吉的堡美語」與立案證書班名「基隆市私立海吉文理短期補習班」不相符，違反設立及管理規則第17條規定。 ４.未使用及未提供定型化契約，違反設立及管理規則第34條規定。 ５.已將班內教職員工相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，惟尚有教師資料需補正，故予以退件。 ６.原申請核准立案科目為國小文理科（國語、英文、數學）6班，學生入學資格為國小，教室數3間，現場查有1間教室8位學生進行國語課程、5間教室計48位學生進行英文課程，雖符其申請核准科目，不符其教室數；另現場查有2間教室計29位學生進行美勞課程及3間教室計27位學生進行暑假作業輔導，且對外招生海報載明「全科教學班」及「吉的堡美語安親招生中」，涉未經核准即擅自增設辦理類科及涉兒童課後照顧中心業務，分別違反設立及管理規則第38條及第41條規定。 ７.貴班於稽查拍照人員進班稽查前，已先行通知各班教師及學生將桌面收拾整齊，涉有規避、妨礙稽查，違反設立及管理規則第35條規定。",限期改善件次,2018-09-12,基府教終貳字第1070241288B號
